IdentifierType,IdentifierTypeID,ID,NIMSPEntityID
"Sunlight Lawmaker",1,NHL001231,9793079
"Sunlight Lawmaker",1,NHL001232,25005657
"Sunlight Lawmaker",1,NHL001233,6533294
"Sunlight Lawmaker",1,NHL001240,6695485
"Sunlight Lawmaker",1,NHL001243,6677830
"Sunlight Lawmaker",1,NHL001244,25005779
"Sunlight Lawmaker",1,NHL001247,199534
"Sunlight Lawmaker",1,NHL001248,25005484
"Sunlight Lawmaker",1,NHL001251,25005591
"Sunlight Lawmaker",1,NHL001252,6677966
"Sunlight Lawmaker",1,NHL001253,6510678
"Sunlight Lawmaker",1,NHL001272,28740707
"Sunlight Lawmaker",1,NHL001274,29785207
"Sunlight Lawmaker",1,NHL001275,32375236
"Sunlight Lawmaker",1,NJL000001,6389812
"Sunlight Lawmaker",1,NJL000004,6467376
"Sunlight Lawmaker",1,NJL000008,6389575
"Sunlight Lawmaker",1,NJL000010,6410567
"Sunlight Lawmaker",1,NJL000011,6467294
"Sunlight Lawmaker",1,NJL000017,6512916
"Sunlight Lawmaker",1,NJL000018,6467261
"Sunlight Lawmaker",1,NJL000020,6586532
"Sunlight Lawmaker",1,NJL000022,6389645
"Sunlight Lawmaker",1,NJL000024,6673548
"Sunlight Lawmaker",1,NJL000026,6586711
"Sunlight Lawmaker",1,NJL000027,6613635
"Sunlight Lawmaker",1,NJL000028,6680626
"Sunlight Lawmaker",1,NJL000030,29336648
"Sunlight Lawmaker",1,NJL000031,6586141
"Sunlight Lawmaker",1,NJL000032,6613540
"Sunlight Lawmaker",1,NJL000033,6673658
"Sunlight Lawmaker",1,NJL000035,6666735
"Sunlight Lawmaker",1,NJL000036,6480534
"Sunlight Lawmaker",1,NJL000038,6586266
"Sunlight Lawmaker",1,NJL000039,6586893
"Sunlight Lawmaker",1,NJL000040,6666769
"Sunlight Lawmaker",1,NJL000043,13008924
"Sunlight Lawmaker",1,NJL000044,6485151
"Sunlight Lawmaker",1,NJL000045,6389447
"Sunlight Lawmaker",1,NJL000047,6389077
"Sunlight Lawmaker",1,NJL000048,6586588
"Sunlight Lawmaker",1,NJL000051,6389373
"Sunlight Lawmaker",1,NJL000052,6389753
"Sunlight Lawmaker",1,NJL000055,6389820
"Sunlight Lawmaker",1,NJL000056,16700323
"Sunlight Lawmaker",1,NJL000057,6389456
"Sunlight Lawmaker",1,NJL000058,13008937
"Sunlight Lawmaker",1,NJL000059,6498711
"Sunlight Lawmaker",1,NJL000060,6389176
"Sunlight Lawmaker",1,NJL000062,6498050
"Sunlight Lawmaker",1,NJL000063,13008938
"Sunlight Lawmaker",1,NJL000065,6512819
"Sunlight Lawmaker",1,NJL000066,6452479
"Sunlight Lawmaker",1,NJL000068,6389052
"Sunlight Lawmaker",1,NJL000069,6586785
"Sunlight Lawmaker",1,NJL000070,6666748
"Sunlight Lawmaker",1,NJL000071,6680307
"Sunlight Lawmaker",1,NJL000072,6602681
"Sunlight Lawmaker",1,NJL000075,16180796
"Sunlight Lawmaker",1,NJL000076,29336693
"Sunlight Lawmaker",1,NJL000078,6586404
"Sunlight Lawmaker",1,NJL000080,13008952
"Sunlight Lawmaker",1,NJL000081,6389622
"Sunlight Lawmaker",1,NJL000082,6389188
"Sunlight Lawmaker",1,NJL000083,6485191
"Sunlight Lawmaker",1,NJL000084,6389293
"Sunlight Lawmaker",1,NJL000085,13008958
"Sunlight Lawmaker",1,NJL000086,6485124
"Sunlight Lawmaker",1,NJL000087,13012888
"Sunlight Lawmaker",1,NJL000088,6485296
"Sunlight Lawmaker",1,NJL000090,6451586
"Sunlight Lawmaker",1,NJL000092,13008923
"Sunlight Lawmaker",1,NJL000093,6485144
"Sunlight Lawmaker",1,NJL000097,6389331
"Sunlight Lawmaker",1,NJL000100,6410684
"Sunlight Lawmaker",1,NJL000103,6389020
"Sunlight Lawmaker",1,NJL000104,6389226
"Sunlight Lawmaker",1,NJL000105,6493391
"Sunlight Lawmaker",1,NJL000107,13008971
"Sunlight Lawmaker",1,NJL000109,6389343
"Sunlight Lawmaker",1,NJL000111,6467339
"Sunlight Lawmaker",1,NJL000112,6389479
"Sunlight Lawmaker",1,NJL000113,6449659
"Sunlight Lawmaker",1,NJL000114,6389154
"Sunlight Lawmaker",1,NJL000115,6410503
"Sunlight Lawmaker",1,NJL000118,6586652
"Sunlight Lawmaker",1,NJL000121,6517210
"Sunlight Lawmaker",1,NJL000122,6586438
"Sunlight Lawmaker",1,NJL000123,6673663
"Sunlight Lawmaker",1,NJL000128,13008925
"Sunlight Lawmaker",1,NJL000129,6512941
"Sunlight Lawmaker",1,NJL000131,6482451
"Sunlight Lawmaker",1,NJL000136,29336744
"Sunlight Lawmaker",1,NJL000149,24360952
"Sunlight Lawmaker",1,NJL000152,6698090
"Sunlight Lawmaker",1,NJL000157,6698095
"Sunlight Lawmaker",1,NJL000161,33088528
"Sunlight Lawmaker",1,NJL000164,6513077
"Sunlight Lawmaker",1,NJL000165,29336728
"Sunlight Lawmaker",1,NJL000166,6513090
"Sunlight Lawmaker",1,NJL000167,6513092
"Sunlight Lawmaker",1,NJL000168,13008985
"Sunlight Lawmaker",1,NJL000170,15603115
"Sunlight Lawmaker",1,NJL000171,6512935
"Sunlight Lawmaker",1,NJL000174,6586626
"Sunlight Lawmaker",1,NJL000175,16700270
"Sunlight Lawmaker",1,NJL000176,16700337
"Sunlight Lawmaker",1,NJL000177,18917282
"Sunlight Lawmaker",1,NJL000179,16700304
"Sunlight Lawmaker",1,NJL000181,6869720
"Sunlight Lawmaker",1,NJL000182,18930609
"Sunlight Lawmaker",1,NJL000183,16700326
"Sunlight Lawmaker",1,NJL000184,16700272
"Sunlight Lawmaker",1,NJL000185,16700362
"Sunlight Lawmaker",1,NJL000188,28307370
"Sunlight Lawmaker",1,NJL000189,29336624
"Sunlight Lawmaker",1,NJL000192,29336663
"Sunlight Lawmaker",1,NJL000193,17834432
"Sunlight Lawmaker",1,NJL000194,32044525
"Sunlight Lawmaker",1,NJL000195,11953264
"Sunlight Lawmaker",1,NJL000196,32044524
"Sunlight Lawmaker",1,NJL000197,6385933
"Sunlight Lawmaker",1,NJL000198,29336652
"Sunlight Lawmaker",1,NJL000199,29336653
"Sunlight Lawmaker",1,NJL000200,29336686
"Sunlight Lawmaker",1,NJL000201,29336722
"Sunlight Lawmaker",1,NJL000202,13008960
"Sunlight Lawmaker",1,NJL000203,29336618
"Sunlight Lawmaker",1,NJL000204,23421566
"Sunlight Lawmaker",1,NJL000205,29336641
"Sunlight Lawmaker",1,NML000001,6579566
"Sunlight Lawmaker",1,NML000002,6657448
"Sunlight Lawmaker",1,NML000003,13012898
"Sunlight Lawmaker",1,NML000004,13012901
"Sunlight Lawmaker",1,NML000005,6383128
"Sunlight Lawmaker",1,NML000006,13012903
"Sunlight Lawmaker",1,NML000008,6382876
"Sunlight Lawmaker",1,NML000009,6488438
"Sunlight Lawmaker",1,NML000010,6657485
"Sunlight Lawmaker",1,NML000011,6435748
"Sunlight Lawmaker",1,NML000012,6453887
"Sunlight Lawmaker",1,NML000016,6383142
"Sunlight Lawmaker",1,NML000019,6579643
"Sunlight Lawmaker",1,NML000020,13012936
"Sunlight Lawmaker",1,NML000023,6579535
"Sunlight Lawmaker",1,NML000024,6383324
"Sunlight Lawmaker",1,NML000025,6453946
"Sunlight Lawmaker",1,NML000027,6579379
"Sunlight Lawmaker",1,NML000028,6488390
"Sunlight Lawmaker",1,NML000029,13012958
"Sunlight Lawmaker",1,NML000035,6435513
"Sunlight Lawmaker",1,NML000038,5122971
"Sunlight Lawmaker",1,NML000040,11022574
"Sunlight Lawmaker",1,NML000041,13012973
"Sunlight Lawmaker",1,NML000042,13012975
"Sunlight Lawmaker",1,NML000044,6669679
"Sunlight Lawmaker",1,NML000045,13004292
"Sunlight Lawmaker",1,NML000048,6488263
"Sunlight Lawmaker",1,NML000050,6684533
"Sunlight Lawmaker",1,NML000051,6383082
"Sunlight Lawmaker",1,NML000056,6382942
"Sunlight Lawmaker",1,NML000057,6436050
"Sunlight Lawmaker",1,NML000060,8930915
"Sunlight Lawmaker",1,NML000061,6383414
"Sunlight Lawmaker",1,NML000063,6435530
"Sunlight Lawmaker",1,NML000064,6675161
"Sunlight Lawmaker",1,NML000066,13004343
"Sunlight Lawmaker",1,NML000069,6579414
"Sunlight Lawmaker",1,NML000070,13004356
"Sunlight Lawmaker",1,NML000072,6684693
"Sunlight Lawmaker",1,NML000074,13004375
"Sunlight Lawmaker",1,NML000079,13004393
"Sunlight Lawmaker",1,NML000080,6579343
"Sunlight Lawmaker",1,NML000082,6383355
"Sunlight Lawmaker",1,NML000083,6383316
"Sunlight Lawmaker",1,NML000086,6579503
"Sunlight Lawmaker",1,NML000087,6453933
"Sunlight Lawmaker",1,NML000089,6488319
"Sunlight Lawmaker",1,NML000091,13004424
"Sunlight Lawmaker",1,NML000093,13004431
"Sunlight Lawmaker",1,NML000094,6382885
"Sunlight Lawmaker",1,NML000095,13004434
"Sunlight Lawmaker",1,NML000097,9110822
"Sunlight Lawmaker",1,NML000098,6684607
"Sunlight Lawmaker",1,NML000100,9059133
"Sunlight Lawmaker",1,NML000101,6669666
"Sunlight Lawmaker",1,NML000102,6697784
"Sunlight Lawmaker",1,NML000105,6502225
"Sunlight Lawmaker",1,NML000107,6383095
"Sunlight Lawmaker",1,NML000108,11022439
"Sunlight Lawmaker",1,NML000109,13004459
"Sunlight Lawmaker",1,NML000111,6383134
"Sunlight Lawmaker",1,NML000130,11022550
"Sunlight Lawmaker",1,NML000132,6488402
"Sunlight Lawmaker",1,NML000133,6435742
"Sunlight Lawmaker",1,NML000134,11022558
"Sunlight Lawmaker",1,NML000135,11022562
"Sunlight Lawmaker",1,NML000136,11022563
"Sunlight Lawmaker",1,NML000137,11022566
"Sunlight Lawmaker",1,NML000138,6488426
"Sunlight Lawmaker",1,NML000140,11022573
"Sunlight Lawmaker",1,NML000142,11022576
"Sunlight Lawmaker",1,NML000143,6657326
"Sunlight Lawmaker",1,NML000144,11022579
"Sunlight Lawmaker",1,NML000145,11022586
"Sunlight Lawmaker",1,NML000146,6579229
"Sunlight Lawmaker",1,NML000147,11022377
"Sunlight Lawmaker",1,NML000148,11022379
"Sunlight Lawmaker",1,NML000150,13004340
"Sunlight Lawmaker",1,NML000152,6383465
"Sunlight Lawmaker",1,NML000153,11022400
"Sunlight Lawmaker",1,NML000154,6502247
"Sunlight Lawmaker",1,NML000155,6466473
"Sunlight Lawmaker",1,NML000157,6502183
"Sunlight Lawmaker",1,NML000158,13004415
"Sunlight Lawmaker",1,NML000160,11022427
"Sunlight Lawmaker",1,NML000162,11022432
"Sunlight Lawmaker",1,NML000163,11022435
"Sunlight Lawmaker",1,NML000164,11022443
"Sunlight Lawmaker",1,NML000165,11022444
"Sunlight Lawmaker",1,NML000295,23594378
"Sunlight Lawmaker",1,NML000299,11022418
"Sunlight Lawmaker",1,NML000300,23323300
"Sunlight Lawmaker",1,NML000303,23323290
"Sunlight Lawmaker",1,NML000307,14827608
"Sunlight Lawmaker",1,NML000308,6435571
"Sunlight Lawmaker",1,NML000314,23323281
"Sunlight Lawmaker",1,NML000316,23323293
"Sunlight Lawmaker",1,NML000320,23350848
"Sunlight Lawmaker",1,NML000322,23323151
"Sunlight Lawmaker",1,NML000336,23323285
"Sunlight Lawmaker",1,NML000347,23323279
"Sunlight Lawmaker",1,NML000349,23350854
"Sunlight Lawmaker",1,NML000352,9261301
"Sunlight Lawmaker",1,NML000353,23350865
"Sunlight Lawmaker",1,NML000362,6383223
"Sunlight Lawmaker",1,NML000371,13004372
"Sunlight Lawmaker",1,NML000375,23323155
"Sunlight Lawmaker",1,NML000376,13004405
"Sunlight Lawmaker",1,NML000395,6382965
"Sunlight Lawmaker",1,NML000416,39176854
"Sunlight Lawmaker",1,NML000418,6475626
"Sunlight Lawmaker",1,NYL000002,6485373
"Sunlight Lawmaker",1,NYL000004,13013032
"Sunlight Lawmaker",1,NYL000006,6587394
"Sunlight Lawmaker",1,NYL000007,13013083
"Sunlight Lawmaker",1,NYL000008,6511618
"Sunlight Lawmaker",1,NYL000009,6640240
"Sunlight Lawmaker",1,NYL000010,6462380
"Sunlight Lawmaker",1,NYL000011,6437860
"Sunlight Lawmaker",1,NYL000013,6512516
"Sunlight Lawmaker",1,NYL000014,6640275
"Sunlight Lawmaker",1,NYL000015,6610039
"Sunlight Lawmaker",1,NYL000017,6696634
"Sunlight Lawmaker",1,NYL000018,6512510
"Sunlight Lawmaker",1,NYL000019,16618482
"Sunlight Lawmaker",1,NYL000020,13013095
"Sunlight Lawmaker",1,NYL000022,6587420
"Sunlight Lawmaker",1,NYL000023,6438145
"Sunlight Lawmaker",1,NYL000026,4838941
"Sunlight Lawmaker",1,NYL000028,4678562
"Sunlight Lawmaker",1,NYL000030,13013054
"Sunlight Lawmaker",1,NYL000031,6640359
"Sunlight Lawmaker",1,NYL000032,6640373
"Sunlight Lawmaker",1,NYL000034,6640412
"Sunlight Lawmaker",1,NYL000035,6587438
"Sunlight Lawmaker",1,NYL000036,4764889
"Sunlight Lawmaker",1,NYL000039,13013042
"Sunlight Lawmaker",1,NYL000040,6640511
"Sunlight Lawmaker",1,NYL000041,5320262
"Sunlight Lawmaker",1,NYL000043,4004474
"Sunlight Lawmaker",1,NYL000044,13009220
"Sunlight Lawmaker",1,NYL000045,13013063
"Sunlight Lawmaker",1,NYL000046,6679299
"Sunlight Lawmaker",1,NYL000047,6696629
"Sunlight Lawmaker",1,NYL000048,6512519
"Sunlight Lawmaker",1,NYL000049,4682268
"Sunlight Lawmaker",1,NYL000052,4915257
"Sunlight Lawmaker",1,NYL000053,6462698
"Sunlight Lawmaker",1,NYL000054,4472829
"Sunlight Lawmaker",1,NYL000057,6485390
"Sunlight Lawmaker",1,NYL000058,6390375
"Sunlight Lawmaker",1,NYL000059,12456103
"Sunlight Lawmaker",1,NYL000060,4993935
"Sunlight Lawmaker",1,NYL000061,6641132
"Sunlight Lawmaker",1,NYL000063,6436872
"Sunlight Lawmaker",1,NYL000064,6512350
"Sunlight Lawmaker",1,NYL000065,4493424
"Sunlight Lawmaker",1,NYL000066,13009274
"Sunlight Lawmaker",1,NYL000067,4993579
"Sunlight Lawmaker",1,NYL000068,13009403
"Sunlight Lawmaker",1,NYL000070,13009292
"Sunlight Lawmaker",1,NYL000072,6696601
"Sunlight Lawmaker",1,NYL000074,4711935
"Sunlight Lawmaker",1,NYL000075,6512489
"Sunlight Lawmaker",1,NYL000076,4607434
"Sunlight Lawmaker",1,NYL000077,6512359
"Sunlight Lawmaker",1,NYL000080,4739072
"Sunlight Lawmaker",1,NYL000081,13009328
"Sunlight Lawmaker",1,NYL000087,6697350
"Sunlight Lawmaker",1,NYL000088,6436986
"Sunlight Lawmaker",1,NYL000089,5597234
"Sunlight Lawmaker",1,NYL000091,4889803
"Sunlight Lawmaker",1,NYL000092,13009442
"Sunlight Lawmaker",1,NYL000093,6512570
"Sunlight Lawmaker",1,NYL000094,6640219
"Sunlight Lawmaker",1,NYL000095,13009168
"Sunlight Lawmaker",1,NYL000096,5298095
"Sunlight Lawmaker",1,NYL000097,5738327
"Sunlight Lawmaker",1,NYL000098,13009210
"Sunlight Lawmaker",1,NYL000100,6437070
"Sunlight Lawmaker",1,NYL000101,13009378
"Sunlight Lawmaker",1,NYL000102,5220614
"Sunlight Lawmaker",1,NYL000103,6437117
"Sunlight Lawmaker",1,NYL000104,4829942
"Sunlight Lawmaker",1,NYL000105,6608010
"Sunlight Lawmaker",1,NYL000106,5032395
"Sunlight Lawmaker",1,NYL000108,4477879
"Sunlight Lawmaker",1,NYL000109,5908789
"Sunlight Lawmaker",1,NYL000112,2049486
"Sunlight Lawmaker",1,NYL000113,6697368
"Sunlight Lawmaker",1,NYL000114,6401066
"Sunlight Lawmaker",1,NYL000115,6697440
"Sunlight Lawmaker",1,NYL000116,6462454
"Sunlight Lawmaker",1,NYL000118,13009433
"Sunlight Lawmaker",1,NYL000120,5769290
"Sunlight Lawmaker",1,NYL000121,6471175
"Sunlight Lawmaker",1,NYL000123,4993559
"Sunlight Lawmaker",1,NYL000126,4591597
"Sunlight Lawmaker",1,NYL000128,6697346
"Sunlight Lawmaker",1,NYL000130,6696556
"Sunlight Lawmaker",1,NYL000131,13009276
"Sunlight Lawmaker",1,NYL000134,13009419
"Sunlight Lawmaker",1,NYL000136,5432117
"Sunlight Lawmaker",1,NYL000137,13009161
"Sunlight Lawmaker",1,NYL000138,6403238
"Sunlight Lawmaker",1,NYL000139,5277712
"Sunlight Lawmaker",1,NYL000140,6512326
"Sunlight Lawmaker",1,NYL000141,13009416
"Sunlight Lawmaker",1,NYL000144,13009408
"Sunlight Lawmaker",1,NYL000145,6437362
"Sunlight Lawmaker",1,NYL000146,5573324
"Sunlight Lawmaker",1,NYL000148,13009241
"Sunlight Lawmaker",1,NYL000149,6437980
"Sunlight Lawmaker",1,NYL000150,13009175
"Sunlight Lawmaker",1,NYL000151,13009180
"Sunlight Lawmaker",1,NYL000153,13009353
"Sunlight Lawmaker",1,NYL000157,6499783
"Sunlight Lawmaker",1,NYL000160,6696547
"Sunlight Lawmaker",1,NYL000161,5413103
"Sunlight Lawmaker",1,NYL000162,6512491
"Sunlight Lawmaker",1,NYL000163,6696545
"Sunlight Lawmaker",1,NYL000164,18918264
"Sunlight Lawmaker",1,NYL000165,13009262
"Sunlight Lawmaker",1,NYL000166,5218175
"Sunlight Lawmaker",1,NYL000167,6437497
"Sunlight Lawmaker",1,NYL000168,13009428
"Sunlight Lawmaker",1,NYL000169,4607228
"Sunlight Lawmaker",1,NYL000170,5088504
"Sunlight Lawmaker",1,NYL000171,6437534
"Sunlight Lawmaker",1,NYL000173,6437563
"Sunlight Lawmaker",1,NYL000174,6697215
"Sunlight Lawmaker",1,NYL000176,6641330
"Sunlight Lawmaker",1,NYL000177,13009151
"Sunlight Lawmaker",1,NYL000180,6438059
"Sunlight Lawmaker",1,NYL000184,4775039
"Sunlight Lawmaker",1,NYL000185,6512322
"Sunlight Lawmaker",1,NYL000186,6471193
"Sunlight Lawmaker",1,NYL000187,6496614
"Sunlight Lawmaker",1,NYL000188,6664986
"Sunlight Lawmaker",1,NYL000191,13009172
"Sunlight Lawmaker",1,NYL000192,13009435
"Sunlight Lawmaker",1,NYL000195,6556410
"Sunlight Lawmaker",1,NYL000200,4870935
"Sunlight Lawmaker",1,NYL000201,4681349
"Sunlight Lawmaker",1,NYL000202,6640674
"Sunlight Lawmaker",1,NYL000203,13009244
"Sunlight Lawmaker",1,NYL000204,5347051
"Sunlight Lawmaker",1,NYL000206,6437736
"Sunlight Lawmaker",1,NYL000208,4964918
"Sunlight Lawmaker",1,NYL000209,6437762
"Sunlight Lawmaker",1,NYL000210,5524035
"Sunlight Lawmaker",1,NYL000212,13009387
"Sunlight Lawmaker",1,NYL000214,6513610
"Sunlight Lawmaker",1,NYL000215,6513613
"Sunlight Lawmaker",1,NYL000216,6513623
"Sunlight Lawmaker",1,NYL000217,4536034
"Sunlight Lawmaker",1,NYL000218,6513634
"Sunlight Lawmaker",1,NYL000219,6668287
"Sunlight Lawmaker",1,NYL000220,13009306
"Sunlight Lawmaker",1,NYL000221,13009327
"Sunlight Lawmaker",1,NYL000222,6700820
"Sunlight Lawmaker",1,NYL000223,13009338
"Sunlight Lawmaker",1,NYL000229,6496473
"Sunlight Lawmaker",1,NYL000231,15666270
"Sunlight Lawmaker",1,NYL000235,13789989
"Sunlight Lawmaker",1,NYL000239,15666251
"Sunlight Lawmaker",1,NYL000250,15666218
"Sunlight Lawmaker",1,NYL000257,6679135
"Sunlight Lawmaker",1,NYL000259,15666227
"Sunlight Lawmaker",1,NYL000265,15666124
"Sunlight Lawmaker",1,NYL000267,15666200
"Sunlight Lawmaker",1,NYL000275,5277415
"Sunlight Lawmaker",1,NYL000277,15666223
"Sunlight Lawmaker",1,NYL000281,15666127
"Sunlight Lawmaker",1,NYL000286,13789885
"Sunlight Lawmaker",1,NYL000290,15666176
"Sunlight Lawmaker",1,NYL000291,4827324
"Sunlight Lawmaker",1,NYL000293,15666216
"Sunlight Lawmaker",1,NYL000301,15666143
"Sunlight Lawmaker",1,NYL000305,6511565
"Sunlight Lawmaker",1,NYL000306,15666213
"Sunlight Lawmaker",1,NYL000309,13789874
"Sunlight Lawmaker",1,NYL000310,15666138
"Sunlight Lawmaker",1,NYL000311,13789894
"Sunlight Lawmaker",1,NYL000312,13789889
"Sunlight Lawmaker",1,NYL000313,6482765
"Sunlight Lawmaker",1,NYL000324,11998733
"Sunlight Lawmaker",1,NYL000326,18930629
"Sunlight Lawmaker",1,NYL000327,18930630
"Sunlight Lawmaker",1,NYL000329,26157857
"Sunlight Lawmaker",1,NYL000331,26185892
"Sunlight Lawmaker",1,NYL000332,17658240
"Sunlight Lawmaker",1,NYL000333,26157966
"Sunlight Lawmaker",1,NYL000334,26158013
"Sunlight Lawmaker",1,NYL000335,26191430
"Sunlight Lawmaker",1,NYL000337,26157957
"Sunlight Lawmaker",1,NYL000338,26185596
"Sunlight Lawmaker",1,NYL000339,4467113
"Sunlight Lawmaker",1,NYL000340,26157930
"Sunlight Lawmaker",1,NYL000341,26164734
"Sunlight Lawmaker",1,NYL000342,5238519
"Sunlight Lawmaker",1,NYL000343,26157726
"Sunlight Lawmaker",1,NYL000344,26157993
"Sunlight Lawmaker",1,NYL000345,4525332
"Sunlight Lawmaker",1,NYL000346,26157738
"Sunlight Lawmaker",1,NYL000347,13789893
"Sunlight Lawmaker",1,NYL000348,26179261
"Sunlight Lawmaker",1,NYL000350,26157751
"Sunlight Lawmaker",1,NYL000351,26157927
"Sunlight Lawmaker",1,NYL000353,26157950
"Sunlight Lawmaker",1,NYL000354,26190152
"Sunlight Lawmaker",1,NYL000355,26185606
"Sunlight Lawmaker",1,NYL000357,29172683
"Sunlight Lawmaker",1,NYL000419,32499869
"Sunlight Lawmaker",1,NYL000420,26168826
"Sunlight Lawmaker",1,NYL000421,32499860
"Sunlight Lawmaker",1,NYL000422,32499856
"Sunlight Lawmaker",1,NYL000423,32499863
"Sunlight Lawmaker",1,OHL000001,3418921
"Sunlight Lawmaker",1,OHL000003,3310355
"Sunlight Lawmaker",1,OHL000005,6687684
"Sunlight Lawmaker",1,OHL000006,2932624
"Sunlight Lawmaker",1,OHL000007,6668372
"Sunlight Lawmaker",1,OHL000008,3085514
"Sunlight Lawmaker",1,OHL000011,18917648
"Sunlight Lawmaker",1,OHL000012,2612211
"Sunlight Lawmaker",1,OHL000013,13013154
"Sunlight Lawmaker",1,OHL000015,6386471
"Sunlight Lawmaker",1,OHL000016,3424275
"Sunlight Lawmaker",1,OHL000019,6674692
"Sunlight Lawmaker",1,OHL000022,6700365
"Sunlight Lawmaker",1,OHL000023,2997821
"Sunlight Lawmaker",1,OHL000024,3443980
"Sunlight Lawmaker",1,OHL000027,13013188
"Sunlight Lawmaker",1,OHL000028,6487413
"Sunlight Lawmaker",1,OHL000029,13004714
"Sunlight Lawmaker",1,OHL000031,2748082
"Sunlight Lawmaker",1,OHL000032,13013203
"Sunlight Lawmaker",1,OHL000033,18917659
"Sunlight Lawmaker",1,OHL000035,2803225
"Sunlight Lawmaker",1,OHL000036,13004467
"Sunlight Lawmaker",1,OHL000039,13004484
"Sunlight Lawmaker",1,OHL000040,13004497
"Sunlight Lawmaker",1,OHL000043,6504114
"Sunlight Lawmaker",1,OHL000045,13004529
"Sunlight Lawmaker",1,OHL000046,3053351
"Sunlight Lawmaker",1,OHL000049,3111189
"Sunlight Lawmaker",1,OHL000050,13004495
"Sunlight Lawmaker",1,OHL000051,6687442
"Sunlight Lawmaker",1,OHL000052,2822611
"Sunlight Lawmaker",1,OHL000054,6687456
"Sunlight Lawmaker",1,OHL000056,13004592
"Sunlight Lawmaker",1,OHL000064,2815851
"Sunlight Lawmaker",1,OHL000066,3376302
"Sunlight Lawmaker",1,OHL000068,13004641
"Sunlight Lawmaker",1,OHL000069,2799276
"Sunlight Lawmaker",1,OHL000070,10238824
"Sunlight Lawmaker",1,OHL000075,6687534
"Sunlight Lawmaker",1,OHL000079,6674762
"Sunlight Lawmaker",1,OHL000080,10238517
"Sunlight Lawmaker",1,OHL000081,6504224
"Sunlight Lawmaker",1,OHL000084,3125245
"Sunlight Lawmaker",1,OHL000085,2857891
"Sunlight Lawmaker",1,OHL000086,6674656
"Sunlight Lawmaker",1,OHL000088,6658362
"Sunlight Lawmaker",1,OHL000089,6504255
"Sunlight Lawmaker",1,OHL000091,10238832
"Sunlight Lawmaker",1,OHL000096,6582431
"Sunlight Lawmaker",1,OHL000098,2868635
"Sunlight Lawmaker",1,OHL000099,2982318
"Sunlight Lawmaker",1,OHL000101,6504302
"Sunlight Lawmaker",1,OHL000104,13004821
"Sunlight Lawmaker",1,OHL000109,10238859
"Sunlight Lawmaker",1,OHL000110,10238860
"Sunlight Lawmaker",1,OHL000115,3107192
"Sunlight Lawmaker",1,OHL000116,13004883
"Sunlight Lawmaker",1,OHL000117,6674673
"Sunlight Lawmaker",1,OHL000118,18912675
"Sunlight Lawmaker",1,OHL000119,2889893
"Sunlight Lawmaker",1,OHL000122,6687656
"Sunlight Lawmaker",1,OHL000123,2610853
"Sunlight Lawmaker",1,OHL000124,13004828
"Sunlight Lawmaker",1,OHL000125,2631499
"Sunlight Lawmaker",1,OHL000126,6687660
"Sunlight Lawmaker",1,OHL000127,6674635
"Sunlight Lawmaker",1,OHL000128,6504394
"Sunlight Lawmaker",1,OHL000129,6687664
"Sunlight Lawmaker",1,OHL000130,6674675
"Sunlight Lawmaker",1,OHL000134,6674674
"Sunlight Lawmaker",1,OHL000137,10238829
"Sunlight Lawmaker",1,OHL000142,10238861
"Sunlight Lawmaker",1,OHL000143,2898334
"Sunlight Lawmaker",1,OHL000145,6700357
"Sunlight Lawmaker",1,OHL000147,28307512
"Sunlight Lawmaker",1,OHL000151,13004650
"Sunlight Lawmaker",1,OHL000152,4228409
"Sunlight Lawmaker",1,OHL000156,3054635
"Sunlight Lawmaker",1,OHL000160,10238866
"Sunlight Lawmaker",1,OHL000162,2850981
"Sunlight Lawmaker",1,OHL000163,2720450
"Sunlight Lawmaker",1,OHL000164,18918408
"Sunlight Lawmaker",1,OHL000171,10238798
"Sunlight Lawmaker",1,OHL000172,10238800
"Sunlight Lawmaker",1,OHL000186,2831650
"Sunlight Lawmaker",1,OHL000189,13004578
"Sunlight Lawmaker",1,OHL000193,10238809
"Sunlight Lawmaker",1,OHL000198,10238815
"Sunlight Lawmaker",1,OHL000208,13004660
"Sunlight Lawmaker",1,OHL000220,18915248
"Sunlight Lawmaker",1,OHL000229,16072480
"Sunlight Lawmaker",1,OHL000234,18918420
"Sunlight Lawmaker",1,OHL000235,10238841
"Sunlight Lawmaker",1,OHL000242,18918422
"Sunlight Lawmaker",1,OHL000247,18918424
"Sunlight Lawmaker",1,OHL000251,10238857
"Sunlight Lawmaker",1,OHL000268,10238566
"Sunlight Lawmaker",1,OHL000271,14890925
"Sunlight Lawmaker",1,OHL000273,26765113
"Sunlight Lawmaker",1,OHL000275,18906040
"Sunlight Lawmaker",1,OHL000276,26765140
"Sunlight Lawmaker",1,OHL000277,2804924
"Sunlight Lawmaker",1,OHL000278,22119779
"Sunlight Lawmaker",1,OHL000280,23442162
"Sunlight Lawmaker",1,OHL000281,26765095
"Sunlight Lawmaker",1,OHL000282,13004525
"Sunlight Lawmaker",1,OHL000283,23442084
"Sunlight Lawmaker",1,OHL000284,17951455
"Sunlight Lawmaker",1,OHL000285,23442144
"Sunlight Lawmaker",1,OHL000286,23442142
"Sunlight Lawmaker",1,OHL000287,15380062
"Sunlight Lawmaker",1,OHL000288,23442080
"Sunlight Lawmaker",1,OHL000289,2792400
